index,name,details,size,address,available time,bed,bath,price,nearest MRT ID,distance
17702,436 Jurong West Avenue 1,Fully Furnished HDB Apartment,1453 sqft ,436 Jurong West Avenue 1, Ready to move,3,2,"S$ 2,300 /mo",EW26 Lakeside MRT Station,0.89 km
17703,The Lakeshore,Fully Furnished Condominium,1109 sqft ,31 Jurong West Street 41, Ready to move,3,2,"S$ 3,150 /mo",EW26 Lakeside MRT Station,0.21 km
17704,338A Tah Ching Road,HDB Apartment,990 sqft ,338A Tah Ching Road, Ready to move,3,2,"S$ 2,250 /mo",EW26 Lakeside MRT Station,0.73 km
17705,528 Jurong West Street 52,HDB Apartment,1011 sqft ,528 Jurong West Street 52, Ready to move,Room,0,S$ 950 /mo,EW26 Lakeside MRT Station,0.60 km
17706,The Lakefront Residences,Fully Furnished Condominium,1701 sqft ,46 Lakeside Drive, Ready to move,3,3,"S$ 4,500 /mo",EW26 Lakeside MRT Station,0.18 km
17707,205 Boon Lay Drive,HDB Apartment,1378 sqft ,205 Boon Lay Drive, Ready to move,3,2,"S$ 2,350 /mo",EW26 Lakeside MRT Station,0.55 km
17708,Caspian,Fully Furnished Condominium,1196 sqft ,52 Lakeside Drive, Ready to move,3,2,"S$ 3,600 /mo",EW26 Lakeside MRT Station,0.18 km
17709,The Lakeshore,Fully Furnished Condominium,947 sqft ,29 Jurong West Street 41, Ready to move,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.21 km
17710,Caspian,Fully Furnished Condominium,1216 sqft ,50 Lakeside Drive, Ready to move,3,3,"S$ 3,650 /mo",EW26 Lakeside MRT Station,0.18 km
17711,Caspian,Fully Furnished Condominium,1142 sqft ,50 Lakeside Drive, Ready to move,3,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.18 km
17712,"Blk 355, Kang Ching Road",HDB Apartment,1087 sqft ,355 Kang Ching, Ready to move,3,2,"S$ 2,200 /mo",EW26 Lakeside MRT Station,0.64 km
17713,Parc Vista,Fully Furnished Condominium,1044 sqft ,450 Corporation Road, Ready to move,1,1,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.48 km
17714,The Lakeshore,Fully Furnished Condominium,1184 sqft ,31 Jurong West Street 41, Ready to move,3,3,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.21 km
17715,The Lakefront Residences,Partially Furnished Condominium,1066 sqft ,42 Lakeside Drive, Ready to move,3,2,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.18 km
17716,Parc Vista,Fully Furnished Condominium,1066 sqft ,454 Corporation Road, Ready to move,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.48 km
17717,437 Jurong West Avenue 1,Partially Furnished HDB Apartment,1433 sqft ,437 Jurong West Avenue 1, Ready to move,3,2,"S$ 2,300 /mo",EW26 Lakeside MRT Station,0.90 km
17718,The Lakefront Residences,Fully Furnished Condominium,488 sqft ,48 Lakeside Drive, Ready to move,1,1,"S$ 2,200 /mo",EW26 Lakeside MRT Station,0.18 km
17719,Lakeside Tower,Partially Furnished Apartment,1980 sqft ,9G Yuan Ching Road, Ready to move,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.90 km
17720,466 Jurong West Street 41,Fully Furnished HDB Apartment,150 sqft ,466 Jurong West Street 41, Ready to move,Room,0,S$ 500 /mo,EW26 Lakeside MRT Station,0.64 km
17721,Summerdale,Fully Furnished Condominium,160 sqft ,Boon Lay Drive, Ready to move,Room,0,"S$ 1,000 /mo",EW26 Lakeside MRT Station,0.99 km
17722,534 Jurong West Street 52,Fully Furnished HDB Apartment,1119 sqft ,534 Jurong West Street 52, Available from 1 May,3,2,"S$ 2,200 /mo",EW26 Lakeside MRT Station,0.67 km
17723,Caspian,Partially Furnished Condominium,872 sqft ,54 Lakeside Drive, Ready to move,2,2,"S$ 2,600 /mo",EW26 Lakeside MRT Station,0.18 km
17724,483 Jurong West Street 41,Unfurnished HDB Apartment,990 sqft ,483 Jurong West Street 41, Ready to move,3,2,"S$ 2,300 /mo",EW26 Lakeside MRT Station,0.60 km
17725,469 Jurong West Street 41,Fully Furnished HDB Apartment,1625 sqft ,469 Jurong West Street 41, Ready to move,4,2,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.46 km
17726,Parc Vista,Fully Furnished Condominium,1259 sqft ,450 Corporation Road, Ready to move,3,3,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.48 km
17727,The Lakeshore,Fully Furnished Condominium,1141 sqft ,33 Jurong West Street 41, Available from 1 May,3,3,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.21 km
17728,Parc Vista,Partially Furnished Condominium,1518 sqft ,450 Corporation Road, Ready to move,3,3,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.48 km
17729,437 Jurong West Avenue 1,Fully Furnished HDB Apartment,1450 sqft ,437 Jurong West Avenue 1, Available from 16 Apr,3,2,"S$ 2,300 /mo",EW26 Lakeside MRT Station,0.90 km
17730,524 Jurong West Street 52,Unfurnished HDB Apartment,721 sqft ,524 Jurong West Street 52, Available from 1 May,2,2,"S$ 2,000 /mo",EW26 Lakeside MRT Station,0.51 km
17731,The Lakeshore,Fully Furnished Condominium,947 sqft ,31 Jurong West Street 41, Ready to move,2,3,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.21 km
17732,Summerdale,Fully Furnished Condominium,1399 sqft ,8 Boon Lay Drive, Ready to move,3,3,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.99 km
17733,Lakeville,Fully Furnished Condominium,635 sqft ,1 Jurong Lake Link, Ready to move,2,1,"S$ 2,400 /mo",EW26 Lakeside MRT Station,0.50 km
17734,Lakeville,Fully Furnished Condominium,635 sqft ,Jurong Lake Link, Available from 1 May,2,1,"S$ 2,300 /mo",EW26 Lakeside MRT Station,0.50 km
17735,The Lakefront Residences,Condominium,1012 sqft ,42 Lakeside Drive, Ready to move,3,2,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.18 km
17736,Lakeholmz,Fully Furnished Condominium,1517 sqft ,90 Corporation Road, Ready to move,4,4,"S$ 3,800 /mo",EW26 Lakeside MRT Station,0.53 km
17737,Lakeholmz,Fully Furnished Condominium,101 sqft ,90 Corporation Road, Ready to move,1,3,S$ 950 /mo,EW26 Lakeside MRT Station,0.53 km
17738,The Lakeshore,Fully Furnished Condominium,1173 sqft ,29 Jurong West Street 41, Ready to move,3,3,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.21 km
17739,The Lakefront Residences,Fully Furnished Condominium,494 sqft ,42 Lakeside Drive, Ready to move,1,1,"S$ 2,300 /mo",EW26 Lakeside MRT Station,0.18 km
17740,Lakeside Grove,Terraced House,"2600 sqft, 1614 sqft (land) ",Corporation Rise, Ready to move,6,4,"S$ 5,000 /mo",EW26 Lakeside MRT Station,0.69 km
17741,The Lakefront Residences,Partially Furnished Condominium,1001 sqft ,42 Lakeside Drive, Ready to move,3,2,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.18 km
17742,517D Jurong West Street 52,Fully Furnished HDB Apartment,1200 sqft ,517D Jurong West Street 52, Ready to move,3,2,"S$ 2,600 /mo",EW26 Lakeside MRT Station,0.16 km
17743,Parc Vista,Fully Furnished Condominium,1055 sqft ,450 Corporation Road, Ready to move,2,2,"S$ 2,400 /mo",EW26 Lakeside MRT Station,0.48 km
17744,The Lakeshore,Partially Furnished Condominium,1140 sqft ,31 Jurong West Street 41, Ready to move,3,2,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.21 km
17745,Caspian,Fully Furnished Condominium,500 sqft ,50 Lakeside Drive, S$ 4.00 psf,Studio,0,"S$ 2,000 /mo",EW26 Lakeside MRT Station,0.18 km
17746,Caspian,Fully Furnished Condominium,500 sqft ,50 Lakeside Drive, S$ 4.00 psf,Studio,0,"S$ 2,000 /mo",EW26 Lakeside MRT Station,0.18 km
17747,The Lakefront Residences,Fully Furnished Condominium,721 sqft ,46 Lakeside Drive, Ready to move,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.18 km
17748,Parc Vista,Fully Furnished Condominium,1055 sqft ,456 Corporation Road, Ready to move,2,2,"S$ 2,700 /mo",EW26 Lakeside MRT Station,0.48 km
17749,Parc Vista,Condominium,1259 sqft ,450 Corporation Road, Ready to move,3,3,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.48 km
17750,483 Jurong West Street 41,HDB Apartment,700 sqft ,483 Jurong West Street 41, Ready to move,2,2,"S$ 1,800 /mo",EW26 Lakeside MRT Station,0.60 km
17751,339A Kang Ching Road,Fully Furnished HDB Apartment,720 sqft ,339A Kang Ching Road, Available from 8 May,2,2,"S$ 2,200 /mo",EW26 Lakeside MRT Station,0.59 km
17752,Summerdale,Fully Furnished Condominium,1270 sqft ,10 Boon Lay Drive, Ready to move,3,3,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.99 km
17753,Summerdale,Fully Furnished Condominium,1270 sqft ,2 Boon Lay Drive, S$ 2.36 psf,3,3,"S$ 2,999 /mo",EW26 Lakeside MRT Station,0.99 km
17754,Lakeside Grove,Terraced House,"3000 sqft, 1613 sqft (land) ",Corporation Rise, Ready to move,5,5,"S$ 5,500 /mo",EW26 Lakeside MRT Station,0.69 km
17755,516 Jurong West Street 52,Fully Furnished HDB Apartment,780 sqft ,516 Jurong West Street 52, Ready to move,2,2,"S$ 1,800 /mo",EW26 Lakeside MRT Station,0.13 km
17756,The Lakefront Residences,Fully Furnished Condominium,180 sqft ,42 Lakeside Drive, Ready to move,Room,0,"S$ 1,000 /mo",EW26 Lakeside MRT Station,0.18 km
17757,206 Boon Lay Drive,Fully Furnished HDB Apartment,120 sqft ,206 Boon Lay Drive, S$ 5.00 psf,Room,0,S$ 600 /mo,EW26 Lakeside MRT Station,0.63 km
17758,Caspian,Fully Furnished Condominium,462 sqft ,50 Lakeside Drive, Available from 10 Jun,Studio,0,"S$ 2,100 /mo",EW26 Lakeside MRT Station,0.18 km
17759,337C Tah Ching Road,Fully Furnished HDB Apartment,990 sqft ,337C Tah Ching Road, S$ 0.66 psf,Room,0,S$ 650 /mo,EW26 Lakeside MRT Station,0.80 km
17760,Caspian,Partially Furnished Condominium,1141 sqft ,50 Lakeside Drive, Ready to move,3,3,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.18 km
17761,Blk476jurong West St 41,Fully Furnished HDB Apartment,175 sqft ,706 st 41, S$ 3.14 psf,Room,0,S$ 550 /mo,EW26 Lakeside MRT Station,0.55 km
17762,Parc Vista,Fully Furnished Condominium,1281 sqft ,454 Corporation Road, Ready to move,3,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.48 km
17763,The Lakeshore,Fully Furnished Condominium,947 sqft ,29 Jurong West Street 41, Ready to move,2,2,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.21 km
17764,Parc Vista,Fully Furnished Condominium,1281 sqft ,454 Corporation Road, Ready to move,3,2,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.48 km
17765,Parc Vista,Fully Furnished Condominium,1055 sqft ,454 Corporation Road, Available from 1 Jun,2,2,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.48 km
17766,The Lakeshore,Fully Furnished Condominium,1184 sqft ,31 Jurong West Street 41, Ready to move,3,2,"S$ 3,600 /mo",EW26 Lakeside MRT Station,0.21 km
17767,The Lakefront Residences,Fully Furnished Condominium,883 sqft ,46 Lakeside Drive, Ready to move,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.18 km
17768,Lakeholmz,Fully Furnished Condominium,1249 sqft ,82 Corporation Road, Available from 16 Apr,3,3,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.53 km
17769,Lakeside Tower,Partially Furnished Apartment,1981 sqft ,9G Yuan Ching Road, Ready to move,3,3,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.90 km
17770,The Lakeshore,Fully Furnished Condominium,1173 sqft ,31 Jurong West Street 41, Available from 16 May,3,3,"S$ 3,100 /mo",EW26 Lakeside MRT Station,0.21 km
17771,The Lakefront Residences,Fully Furnished Condominium,1700 sqft ,42 Lakeside Drive, Ready to move,3,3,"S$ 5,000 /mo",EW26 Lakeside MRT Station,0.18 km
17772,514 Jurong West Street 52,Fully Furnished HDB Apartment,1011 sqft ,514 Jurong West Street 52, Ready to move,2,2,"S$ 1,700 /mo",EW26 Lakeside MRT Station,0.28 km
17773,440 Jurong West Avenue 1,HDB Apartment,150 sqft ,440 Jurong West Avenue 1, Ready to move,Room,0,S$ 600 /mo,EW26 Lakeside MRT Station,0.80 km
17774,Caspian,Condominium,1603 sqft ,60 Lakeside Drive, Ready to move,4,3,"S$ 4,700 /mo",EW26 Lakeside MRT Station,0.18 km
17775,Parc Vista,Fully Furnished Condominium,1055 sqft ,450 Corporation Road, Available from 11 May,2,2,"S$ 2,600 /mo",EW26 Lakeside MRT Station,0.48 km
17776,The Lakefront Residences,Fully Furnished Condominium,1701 sqft ,42 Lakeside Drive, Ready to move,3,3,"S$ 4,699 /mo",EW26 Lakeside MRT Station,0.18 km
17777,Lakeholmz,Fully Furnished Condominium,1238 sqft ,88 Corporation Road, Ready to move,3,3,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.53 km
17778,Caspian,Fully Furnished Condominium,1595 sqft ,50 Lakeside Drive, S$ 2.70 psf,4,3,"S$ 4,300 /mo",EW26 Lakeside MRT Station,0.18 km
17779,Parc Vista,Partially Furnished Condominium,1200 sqft ,450 Corporation Road, Ready to move,3,3,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.48 km
17780,Caspian,Fully Furnished Condominium,1001 sqft ,54 Lakeside Drive, Ready to move,2,2,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.18 km
17781,Caspian,Fully Furnished Condominium,463 sqft ,58 Lakeside Drive, Ready to move,1,1,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.18 km
17782,The Lakefront Residences,Partially Furnished Condominium,1701 sqft ,42 Lakeside Drive, Ready to move,3,2,"S$ 4,200 /mo",EW26 Lakeside MRT Station,0.18 km
17783,Caspian,Fully Furnished Condominium,1141 sqft ,58 Lakeside Drive, Ready to move,3,3,"S$ 3,400 /mo",EW26 Lakeside MRT Station,0.18 km
17784,Lakeville,Fully Furnished Condominium,764 sqft ,Jurong Lake Link, Available from 8 May,2,2,"S$ 2,999 /mo",EW26 Lakeside MRT Station,0.50 km
17785,501 Jurong West Street 51,Partially Furnished HDB Apartment,700 sqft ,501 Jurong West Street 51, Ready to move,2,2,"S$ 2,200 /mo",EW26 Lakeside MRT Station,0.64 km
17786,The Lakefront Residences,Condominium,1701 sqft ,48 Lakeside Drive, Ready to move,3,3,"S$ 4,500 /mo",EW26 Lakeside MRT Station,0.18 km
17787,521 Jurong West Street 52,Fully Furnished HDB Apartment,300 sqft ,521 Jurong West Street 52, Ready to move,Room,0,S$ 900 /mo,EW26 Lakeside MRT Station,0.45 km
17788,The Lakeshore,Fully Furnished Condominium,1084 sqft ,29 Jurong West Street 41, Ready to move,3,3,"S$ 2,980 /mo",EW26 Lakeside MRT Station,0.21 km
17789,The Lakefront Residences,Fully Furnished Condominium,1001 sqft ,42 Lakeside Drive, Available from 4 Jun,2,2,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.18 km
17790,514 Jurong West Street 52,Fully Furnished HDB Apartment,796 sqft ,514 Jurong West Street 52, Ready to move,2,2,"S$ 1,900 /mo",EW26 Lakeside MRT Station,0.28 km
17791,348 Kang Ching Road,Fully Furnished HDB Apartment,150 sqft ,348 Kang Ching Road, S$ 4.00 psf,Room,0,S$ 600 /mo,EW26 Lakeside MRT Station,0.45 km
17792,Caspian,Partially Furnished Condominium,1603 sqft ,60 Lakeside Drive, Ready to move,4,4,"S$ 5,000 /mo",EW26 Lakeside MRT Station,0.18 km
17793,Caspian,Fully Furnished Condominium,1238 sqft ,56 Lakeside Drive, Available from 9 May,3,3,"S$ 3,499 /mo",EW26 Lakeside MRT Station,0.18 km
17794,The Lakefront Residences,Fully Furnished Condominium,1216 sqft ,42 Lakeside Drive, Available from 14 Apr,3,3,"S$ 3,950 /mo",EW26 Lakeside MRT Station,0.18 km
17795,The Lakeshore,Fully Furnished Condominium,900 sqft ,31 Jurong West Street 41, Ready to move,2,2,"S$ 2,399 /mo",EW26 Lakeside MRT Station,0.21 km
17796,The Lakeshore,Fully Furnished Condominium,861 sqft ,31 Jurong West Street 41, Ready to move,2,2,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.21 km
17797,Caspian,Fully Furnished Condominium,1141 sqft ,58 Lakeside Drive, Ready to move,3,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.18 km
17798,Lakeholmz,Fully Furnished Condominium,1248 sqft ,82 Corporation Road, Ready to move,3,3,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.53 km
17799,Lakeville,Partially Furnished Condominium,635 sqft ,Jurong Lake Link, Ready to move,2,1,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.50 km
17800,The Lakeshore,Fully Furnished Condominium,861 sqft ,31 Jurong West Street 41, Ready to move,2,3,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.21 km
17801,The Lakeshore,Fully Furnished Condominium,1184 sqft ,31 Jurong West Street 41, Ready to move,3,3,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.21 km
17802,Lakeville,Partially Furnished Condominium,1142 sqft ,7 jurong lake link, Available from 30 Jun,3,3,"S$ 3,500 /mo",EW26 Lakeside MRT Station,0.50 km
17803,199 Boon Lay Drive,Fully Furnished HDB Apartment,120 sqft ,199 Boon Lay Drive, Ready to move,Room,0,S$ 600 /mo,EW26 Lakeside MRT Station,0.71 km
17804,Caspian,Fully Furnished Condominium,1238 sqft ,50 Lakeside Drive, Ready to move,3,2,"S$ 3,800 /mo",EW26 Lakeside MRT Station,0.18 km
17805,The Lakefront Residences,Fully Furnished Condominium,721 sqft ,42 Lakeside Drive, Ready to move,2,2,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.18 km
17806,The Lakefront Residences,Fully Furnished Condominium,721 sqft ,42 Lakeside Drive, Available from 1 Jul,2,2,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.18 km
17807,469 Jurong West Street 41,Fully Furnished HDB Apartment,1625 sqft ,469 Jurong West Street 41, Ready to move,4,3,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.46 km
17808,431 Jurong West Avenue 1,Fully Furnished HDB Apartment,1119 sqft ,431 Jurong West Avenue 1, Ready to move,3,2,"S$ 2,000 /mo",EW26 Lakeside MRT Station,0.98 km
17809,515 Jurong West Street 52,Fully Furnished HDB Apartment,1230 sqft ,515 Jurong West Street 52, Ready to move,3,2,"S$ 2,400 /mo",EW26 Lakeside MRT Station,0.21 km
17810,Lakefront Residences,Fully Furnished Condominium,765 sqft ,(within 0.21 km), Ready to move,2,2,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.21 km
17811,The Lakefront Residences,Fully Furnished Condominium,883 sqft ,42 Lakeside Drive, Ready to move,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.18 km
17812,The Lakefront Residences,Fully Furnished Condominium,1700 sqft ,46 Lakeside Drive, Ready to move,4,3,"S$ 5,000 /mo",EW26 Lakeside MRT Station,0.18 km
17813,464 Jurong West Street 41,Partially Furnished HDB Apartment,785 sqft ,464 Jurong West Street 41, Ready to move,2,2,"S$ 1,600 /mo",EW26 Lakeside MRT Station,0.69 km
17814,Caspian,Fully Furnished Condominium,872 sqft ,50 Lakeside Drive, Available from 15 May,2,2,"S$ 2,999 /mo",EW26 Lakeside MRT Station,0.18 km
17815,Parc Vista,Fully Furnished Condominium,1044 sqft ,454 Corporation Road, Available from 1 Jun,2,2,"S$ 2,400 /mo",EW26 Lakeside MRT Station,0.48 km
17816,516 Jurong West Street 52,HDB Apartment,200 sqft ,516 Jurong West Street 52, Ready to move,Room,0,S$ 550 /mo,EW26 Lakeside MRT Station,0.13 km
17817,The Lakefront Residences,Partially Furnished Condominium,1055 sqft ,46 Lakeside Drive, Available from 30 May,3,2,"S$ 3,400 /mo",EW26 Lakeside MRT Station,0.18 km
17818,Caspian,Fully Furnished Condominium,1593 sqft ,50 Lakeside Drive, Ready to move,4,4,"S$ 4,400 /mo",EW26 Lakeside MRT Station,0.18 km
17819,Caspian,Fully Furnished Condominium,1001 sqft ,54 Lakeside Drive, Ready to move,3,2,"S$ 2,800 /mo",EW26 Lakeside MRT Station,0.18 km
17820,490 Jurong West Avenue 1,Fully Furnished HDB Apartment,1108 sqft ,490 Jurong West Avenue 1, Ready to move,3,2,"S$ 2,200 /mo",EW26 Lakeside MRT Station,0.93 km
17821,The Lakeshore,Fully Furnished Condominium,1110 sqft ,31 Jurong West Street 41, Ready to move,3,2,"S$ 3,100 /mo",EW26 Lakeside MRT Station,0.21 km
17822,487 Jurong West Avenue 1,Fully Furnished HDB Apartment,170 sqft ,487 Jurong West Avenue 1, Ready to move,Room,0,S$ 600 /mo,EW26 Lakeside MRT Station,0.89 km
17823,Lakeside Grove @ Corporation Walk,Fully Furnished Terraced House,"3000 sqft, 1615 sqft (land) ",4 Corporation Walk, Ready to move,5,5,"S$ 5,500 /mo",EW26 Lakeside MRT Station,0.58 km
17824,477 Jurong West Street 41,Fully Furnished HDB Apartment,1023 sqft ,477 Jurong West Street 41, S$ 2.44 psf,3,2,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.63 km
17825,354 Kang Ching Road,Fully Furnished HDB Apartment,1086 sqft ,354 Kang Ching Road, Available from 30 Apr,3,2,"S$ 2,350 /mo",EW26 Lakeside MRT Station,0.57 km
17826,The Lakefront Residences,Partially Furnished Condominium,1055 sqft ,42 Lakeside Drive, Available from 15 May,3,2,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.18 km
17827,The Lakefront Residences,Fully Furnished Condominium,721 sqft ,48 Lakeside Drive, Available from 30 Jun,2,2,"S$ 2,600 /mo",EW26 Lakeside MRT Station,0.18 km
17828,Caspian,Fully Furnished Condominium,873 sqft ,50 Lakeside Drive, S$ 3.09 psf,2,2,"S$ 2,699 /mo",EW26 Lakeside MRT Station,0.18 km
17829,Caspian,Partially Furnished Condominium,1302 sqft ,60 Lakeside Drive, S$ 2.84 psf,3,3,"S$ 3,699 /mo",EW26 Lakeside MRT Station,0.18 km
17830,483 Jurong West Street 41,Fully Furnished HDB Apartment,980 sqft ,483 Jurong West Street 41, Ready to move,3,2,"S$ 2,100 /mo",EW26 Lakeside MRT Station,0.60 km
17831,458 Jurong West Street 41,Partially Furnished HDB Apartment,110 sqft ,458 Jurong West Street 41, Ready to move,Room,0,S$ 750 /mo,EW26 Lakeside MRT Station,0.66 km
17832,361 Yung An Road,Fully Furnished HDB Apartment,1141 sqft ,361 Yung An Road, Available from 1 Jun,3,2,"S$ 2,400 /mo",EW26 Lakeside MRT Station,0.90 km
17833,The Lakefront Residences,Fully Furnished Condominium,721 sqft ,42 Lakeside Drive, Available from 22 May,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.18 km
17834,510 Jurong West Street 52,Fully Furnished HDB Apartment,796 sqft ,510 Jurong West Street 52, Ready to move,2,2,"S$ 2,300 /mo",EW26 Lakeside MRT Station,0.48 km
17835,475 Jurong West Street 41,Fully Furnished HDB Apartment,1097 sqft ,475 Jurong West Street 41, Ready to move,3,2,"S$ 2,100 /mo",EW26 Lakeside MRT Station,0.65 km
17836,521 Jurong West Street 52,HDB Apartment,1011 sqft ,521 Jurong West Street 52, Ready to move,3,2,"S$ 2,100 /mo",EW26 Lakeside MRT Station,0.45 km
17837,360 Yung An Road,Fully Furnished HDB Apartment,1200 sqft ,360 Yung An Road, Available from 1 May,3,2,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.91 km
17838,Caspian,Partially Furnished Condominium,1399 sqft ,50 Lakeside Drive, Ready to move,4,3,"S$ 4,200 /mo",EW26 Lakeside MRT Station,0.18 km
17839,501 Jurong West Street 51,Partially Furnished HDB Apartment,750 sqft ,501 Jurong West Street 51, Ready to move,2,2,"S$ 1,900 /mo",EW26 Lakeside MRT Station,0.64 km
17840,The Lakefront Residences,Partially Furnished Condominium,721 sqft ,42 Lakeside Drive, Available from 3 Jun,2,2,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.18 km
17841,The Lakefront Residences,Fully Furnished Condominium,1701 sqft ,42 Lakeside Drive, S$ 3.00 psf,4,3,"S$ 5,100 /mo",EW26 Lakeside MRT Station,0.18 km
17842,Lakeville,Fully Furnished Condominium,635 sqft ,3 Jurong Lake Link, S$ 3.94 psf,2,1,"S$ 2,500 /mo",EW26 Lakeside MRT Station,0.50 km
17843,The Lakefront Residences,Fully Furnished Condominium,400 sqft ,42 Lakeside Drive, Ready to move,1,1,"S$ 1,850 /mo",EW26 Lakeside MRT Station,0.18 km
17844,The Lakeshore,Fully Furnished Condominium,1152 sqft ,31 Jurong West Street 41, Ready to move,3,2,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.21 km
17845,513 Jurong West Street 52,Fully Furnished HDB Apartment,120 sqft ,513 Jurong West Street 52, S$ 7.92 psf,Room,0,S$ 950 /mo,EW26 Lakeside MRT Station,0.36 km
17846,The Lakeshore,Fully Furnished Condominium,860 sqft ,33 Jurong West Street 41, Ready to move,2,2,"S$ 3,000 /mo",EW26 Lakeside MRT Station,0.21 km
17847,Lakeholmz,Fully Furnished Condominium,1249 sqft ,88 Corporation Road, S$ 2.32 psf,3,3,"S$ 2,900 /mo",EW26 Lakeside MRT Station,0.53 km
17848,462 Jurong West Street 41,Fully Furnished HDB Apartment,742 sqft ,462 Jurong West Street 41, S$ 2.43 psf,2,2,"S$ 1,800 /mo",EW26 Lakeside MRT Station,0.72 km
17849,444 Jurong West Avenue 1,Fully Furnished HDB Apartment,100 sqft ,444 Jurong West Avenue 1, Ready to move,Room,0,S$ 800 /mo,EW26 Lakeside MRT Station,0.86 km
17850,Lakeholmz,Fully Furnished Condominium,1249 sqft ,82 Corporation Road, Ready to move,3,4,"S$ 3,300 /mo",EW26 Lakeside MRT Station,0.53 km
17851,204 Boon Lay Drive,Partially Furnished HDB Apartment,1291 sqft ,204 Boon Lay Drive, Available from 1 May,3,2,"S$ 2,400 /mo",EW26 Lakeside MRT Station,0.62 km
17852,525 Jurong West Street 52,Partially Furnished HDB Apartment,200 sqft ,525 Jurong West Street 52, Ready to move,Room,0,S$ 750 /mo,EW26 Lakeside MRT Station,0.57 km
17853,Parc Vista,Fully Furnished Condominium,129 sqft ,450 Corporation Road, Ready to move,Room,0,"S$ 1,100 /mo",EW26 Lakeside MRT Station,0.48 km
17854,506 Jurong West Street 52,Unfurnished HDB Apartment,796 sqft ,506 Jurong West Street 52, Ready to move,2,2,"S$ 1,800 /mo",EW26 Lakeside MRT Station,0.58 km
17855,Caspian,Fully Furnished Condominium,1001 sqft ,62 Lakeside Drive, Ready to move,3,2,"S$ 2,888 /mo",EW26 Lakeside MRT Station,0.18 km
17856,Parc Vista,Fully Furnished Condominium,1076 sqft ,450 Corporation Road, Ready to move,2,2,"S$ 2,588 /mo",EW26 Lakeside MRT Station,0.48 km
17857,Caspian,Fully Furnished Condominium,1216 sqft ,50 Lakeside Drive, S$ 2.63 psf,3,3,"S$ 3,200 /mo",EW26 Lakeside MRT Station,0.18 km
17858,The Lakeshore,Condominium,1152 sqft ,31 Jurong West Street 41, Ready to move,3,2,"S$ 3,100 /mo",EW26 Lakeside MRT Station,0.21 km
17859,The Lakeshore,Partially Furnished Condominium,1184 sqft ,31 Jurong West Street 41, Ready to move,3,2,"S$ 3,288 /mo",EW26 Lakeside MRT Station,0.21 km
